marker	target	nA	nB	wilcox.p	CLES	zA	zB	ZDiff	tissue	boxplot_data
CDKN2A_1029_ENSG00000147889	RELL2_285613	6	6	0.012987012987013	0.888888888888889	-0.348	-0.101	-0.247	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	12,-1,1,-0.27,-0.16,-0.1,0.08,0.31,-0.4,-0.4,-0.35,-0.21,-0.16;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,MV411,-0.27,0;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,OCIAML2,-0.16,0;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,OCIAML3,0.31,0;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,P31FUJ,0.08,0;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,PL21,-0.04,0;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,SKM1,-0.16,0;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,EOL1CELL,-0.32,2;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,HEL,-0.21,2;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,MOLM13,-0.16,2;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,NB4,-0.79,2;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,OCIAML5,-0.4,2;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,THP1,-0.38,2
CDKN2A_1029_ENSG00000147889	REP15_387849	6	6	0.0324675324675325	0.833333333333333	-0.3655	-0.007	-0.3585	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	12,-1,1,-0.21,-0.21,-0.01,0.04,0.32,-0.8,-0.51,-0.365,-0.26,-0.14;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,MV411,-0.04,0;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,OCIAML2,0.02,0;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,OCIAML3,0.32,0;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,P31FUJ,-0.21,0;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,PL21,-0.62,0;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,SKM1,0.04,0;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,EOL1CELL,-0.38,2;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,HEL,-0.51,2;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,MOLM13,-0.26,2;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,NB4,-0.35,2;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,OCIAML5,-0.14,2;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,THP1,-0.8,2
CDKN2A_1029_ENSG00000147889	RET_5979	6	6	0.0324675324675325	0.833333333333333	-0.0695	0.161	-0.2305	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	12,-1,1,0.11,0.11,0.165,0.25,0.26,-0.27,-0.26,-0.07,0.01,0.06;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,MV411,0.11,0;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,OCIAML2,0.12,0;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,OCIAML3,0.21,0;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,P31FUJ,-0.37,0;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,PL21,0.25,0;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,SKM1,0.26,0;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,EOL1CELL,0,2;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,HEL,-0.26,2;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,MOLM13,-0.27,2;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,NB4,0.01,2;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,OCIAML5,-0.14,2;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,THP1,0.06,2
CDKN2A_1029_ENSG00000147889	RFC3_5983	6	6	0.00757575757575758	0.916666666666667	-3.5	-2.687	-0.813	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	12,-5,-1,-3.48,-3.06,-2.685,-2.14,-1.95,-4.17,-3.86,-3.5,-3.15,-3.12;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,MV411,-2.56,0;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,OCIAML2,-3.06,0;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,OCIAML3,-2.14,0;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,P31FUJ,-3.48,0;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,PL21,-1.95,0;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,SKM1,-2.81,0;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,EOL1CELL,-3.15,2;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,HEL,-3.86,2;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,MOLM13,-3.55,2;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,NB4,-3.12,2;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,OCIAML5,-3.45,2;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,THP1,-4.17,2
CDKN2A_1029_ENSG00000147889	RFK_55312	6	6	0.0205627705627706	0.861111111111111	-2.0415	-1.45	-0.5915	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	12,-3,0,-2.08,-1.73,-1.45,-1.17,-0.88,-2.43,-2.23,-2.04,-1.95,-1.53;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,MV411,-1.17,0;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,OCIAML2,-1.63,0;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,OCIAML3,-1.27,0;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,P31FUJ,-1.73,0;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,PL21,-0.88,0;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,SKM1,-2.08,0;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,EOL1CELL,-1.95,2;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,HEL,-2.23,2;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,MOLM13,-2.43,2;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,NB4,-2.11,2;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,OCIAML5,-1.53,2;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,THP1,-1.97,2
CDKN2A_1029_ENSG00000147889	RFNG_5986	6	6	0.0324675324675325	0.833333333333333	-0.2095	0.0885	-0.298	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	12,-1,1,-0.18,-0.01,0.09,0.3,0.38,-0.55,-0.39,-0.21,-0.04,0.28;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,MV411,-0.18,0;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,OCIAML2,0.02,0;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,OCIAML3,0.38,0;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,P31FUJ,0.3,0;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,PL21,-0.01,0;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,SKM1,0.16,0;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,EOL1CELL,0.28,2;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,HEL,-0.37,2;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,MOLM13,-0.55,2;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,NB4,-0.05,2;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,OCIAML5,-0.39,2;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,THP1,-0.04,2
CDKN2A_1029_ENSG00000147889	RFX3_5991	6	6	0.0324675324675325	0.833333333333333	-0.175	0.1525	-0.3275	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	12,-2,1,-0.13,0.07,0.155,0.26,0.48,-0.23,-0.23,-0.175,0.06,0.24;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,MV411,-0.13,0;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,OCIAML2,0.15,0;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,OCIAML3,0.48,0;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,P31FUJ,0.07,0;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,PL21,0.26,0;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,SKM1,0.16,0;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,EOL1CELL,-0.23,2;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,HEL,-1.36,2;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,MOLM13,-0.23,2;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,NB4,0.06,2;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,OCIAML5,0.24,2;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,THP1,-0.12,2
CDKN2A_1029_ENSG00000147889	RGPD1_400966	6	6	0.00108225108225108	1	-0.465	-0.1695	-0.2955	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	12,-1,0,-0.28,-0.2,-0.17,-0.07,-0.02,-0.73,-0.59,-0.465,-0.44,-0.4;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,MV411,-0.02,0;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,OCIAML2,-0.17,0;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,OCIAML3,-0.2,0;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,P31FUJ,-0.28,0;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,PL21,-0.07,0;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,SKM1,-0.17,0;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,EOL1CELL,-0.44,2;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,HEL,-0.49,2;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,MOLM13,-0.4,2;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,NB4,-0.73,2;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,OCIAML5,-0.59,2;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,THP1,-0.44,2
CDKN2A_1029_ENSG00000147889	RGPD4_285190	6	6	0.00432900432900433	0.944444444444444	-0.6615	-0.088	-0.5735	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	12,-2,1,-0.12,-0.12,-0.09,0.02,0.04,-1.27,-0.76,-0.66,-0.25,-0.18;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,MV411,-0.1,0;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,OCIAML2,0.04,0;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,OCIAML3,-0.08,0;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,P31FUJ,-0.12,0;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,PL21,0.02,0;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,SKM1,-0.48,0;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,EOL1CELL,-0.76,2;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,HEL,-0.25,2;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,MOLM13,-0.64,2;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,NB4,-0.18,2;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,OCIAML5,-0.68,2;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,THP1,-1.27,2
CDKN2A_1029_ENSG00000147889	RGPD5_84220	6	6	0.012987012987013	0.888888888888889	-2.377	-1.8105	-0.5665	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	12,-3,-1,-1.86,-1.82,-1.81,-1.4,-1.12,-2.64,-2.61,-2.375,-1.82,-1.81;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,MV411,-1.4,0;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,OCIAML2,-1.86,0;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,OCIAML3,-1.12,0;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,P31FUJ,-1.82,0;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,PL21,-1.8,0;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,SKM1,-1.82,0;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,EOL1CELL,-2.55,2;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,HEL,-1.81,2;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,MOLM13,-2.64,2;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,NB4,-2.2,2;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,OCIAML5,-2.61,2;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,THP1,-1.82,2
CDKN2A_1029_ENSG00000147889	RGPD6_729540	6	6	0.012987012987013	0.888888888888889	-2.377	-1.8105	-0.5665	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	12,-3,-1,-1.86,-1.82,-1.81,-1.4,-1.12,-2.64,-2.61,-2.375,-1.82,-1.81;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,MV411,-1.4,0;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,OCIAML2,-1.86,0;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,OCIAML3,-1.12,0;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,P31FUJ,-1.82,0;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,PL21,-1.8,0;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,SKM1,-1.82,0;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,EOL1CELL,-2.55,2;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,HEL,-1.81,2;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,MOLM13,-2.64,2;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,NB4,-2.2,2;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,OCIAML5,-2.61,2;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,THP1,-1.82,2
CDKN2A_1029_ENSG00000147889	RGPD8_727851	6	6	0.00757575757575758	0.916666666666667	-1.38	-0.597	-0.783	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	12,-3,0,-1.18,-1.01,-0.595,-0.51,-0.33,-2.06,-1.54,-1.38,-1.11,-0.77;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,MV411,-0.51,0;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,OCIAML2,-0.62,0;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,OCIAML3,-0.33,0;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,P31FUJ,-0.57,0;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,PL21,-1.18,0;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,SKM1,-1.01,0;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,EOL1CELL,-2.06,2;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,HEL,-0.77,2;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,MOLM13,-1.35,2;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,NB4,-1.11,2;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,OCIAML5,-1.54,2;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,THP1,-1.41,2
CDKN2A_1029_ENSG00000147889	RHNO1_83695	6	6	0.00216450216450216	0.972222222222222	-0.545	-0.084	-0.461	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	12,-1,1,-0.41,-0.29,-0.085,-0.01,0.04,-0.66,-0.64,-0.545,-0.46,-0.37;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,MV411,0.04,0;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,OCIAML2,-0.41,0;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,OCIAML3,-0.15,0;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,P31FUJ,-0.02,0;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,PL21,-0.29,0;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,SKM1,-0.01,0;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,EOL1CELL,-0.46,2;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,HEL,-0.64,2;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,MOLM13,-0.37,2;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,NB4,-0.56,2;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,OCIAML5,-0.53,2;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,THP1,-0.66,2
CDKN2A_1029_ENSG00000147889	RILP_83547	6	6	0.00757575757575758	0.916666666666667	-0.595	-0.198	-0.397	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	12,-2,1,-0.46,-0.28,-0.2,-0.13,-0.13,-1.1,-0.77,-0.595,-0.5,-0.15;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,MV411,-0.27,0;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,OCIAML2,0.13,0;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,OCIAML3,-0.13,0;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,P31FUJ,-0.13,0;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,PL21,-0.28,0;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,SKM1,-0.46,0;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,EOL1CELL,-1.1,2;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,HEL,-0.67,2;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,MOLM13,-0.77,2;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,NB4,-0.15,2;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,OCIAML5,-0.52,2;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,THP1,-0.5,2
CDKN2A_1029_ENSG00000147889	RIOK1_83732	6	6	0.0465367965367965	0.805555555555556	-1.733	-1.291	-0.442	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	12,-3,0,-1.47,-1.39,-1.29,-1.21,-0.96,-2.51,-2.09,-1.735,-1.41,-0.55;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,MV411,-1.21,0;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,OCIAML2,-1.39,0;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,OCIAML3,-1.47,0;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,P31FUJ,-1.24,0;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,PL21,-0.96,0;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,SKM1,-1.34,0;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,EOL1CELL,-2.09,2;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,HEL,-1.56,2;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,MOLM13,-1.41,2;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,NB4,-0.55,2;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,OCIAML5,-1.91,2;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,THP1,-2.51,2
CDKN2A_1029_ENSG00000147889	RIOK2_55781	6	6	0.0205627705627706	0.861111111111111	-2.1315	-1.5175	-0.614	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	12,-3,-1,-1.8,-1.61,-1.515,-1.41,-1.41,-2.66,-2.37,-2.13,-2.05,-2.05;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,MV411,-1.8,0;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,OCIAML2,-1.58,0;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,OCIAML3,-1.07,0;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,P31FUJ,-1.61,0;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,PL21,-1.41,0;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,SKM1,-1.45,0;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,EOL1CELL,-2.13,2;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,HEL,-2.37,2;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,MOLM13,-2.66,2;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,NB4,-1.32,2;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,OCIAML5,-2.05,2;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,THP1,-2.13,2
CDKN2A_1029_ENSG00000147889	RIPK3_11035	6	6	0.0465367965367965	0.805555555555556	-0.202	-0.0195	-0.1825	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	12,-1,1,-0.21,-0.1,-0.02,0.1,0.26,-0.46,-0.29,-0.205,-0.09,0.02;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,MV411,-0.21,0;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,OCIAML2,-0.1,0;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,OCIAML3,0.1,0;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,P31FUJ,-0.02,0;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,PL21,-0.02,0;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,SKM1,0.26,0;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,EOL1CELL,-0.46,2;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,HEL,0.02,2;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,MOLM13,-0.09,2;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,NB4,-0.26,2;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,OCIAML5,-0.15,2;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,THP1,-0.29,2
CDKN2A_1029_ENSG00000147889	RMI1_80010	6	6	0.00432900432900433	0.944444444444444	-0.902	-0.3515	-0.5505	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	12,-2,0,-0.59,-0.39,-0.355,-0.23,-0.09,-1.59,-1.12,-0.905,-0.47,-0.44;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,MV411,-0.38,0;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,OCIAML2,-0.09,0;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,OCIAML3,-0.39,0;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,P31FUJ,-0.59,0;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,PL21,-0.33,0;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,SKM1,-0.23,0;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,EOL1CELL,-1.12,2;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,HEL,-0.72,2;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,MOLM13,-1.09,2;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,NB4,-0.47,2;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,OCIAML5,-0.44,2;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,THP1,-1.59,2
CDKN2A_1029_ENSG00000147889	RMI2_116028	6	6	0.0324675324675325	0.833333333333333	-0.491	-0.2165	-0.2745	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	12,-2,1,-0.48,-0.24,-0.22,0.02,0.16,-1.74,-1.12,-0.495,-0.24,-0.07;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,MV411,0.16,0;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,OCIAML2,0.02,0;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,OCIAML3,-0.48,0;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,P31FUJ,-0.2,0;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,PL21,-0.24,0;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,SKM1,-0.24,0;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,EOL1CELL,-0.44,2;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,HEL,-0.55,2;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,MOLM13,-1.12,2;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,NB4,-0.24,2;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,OCIAML5,-0.07,2;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,THP1,-1.74,2
CDKN2A_1029_ENSG00000147889	RNASEH2B_79621	6	6	0.0324675324675325	0.833333333333333	-1.5295	-0.9515	-0.578	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	12,-3,0,-1.13,-1.05,-0.955,-0.78,-0.64,-2.2,-1.83,-1.53,-1.5,-1.5;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,MV411,-0.9,0;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,OCIAML2,-1.05,0;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,OCIAML3,-0.64,0;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,P31FUJ,-1.13,0;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,PL21,-0.78,0;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,SKM1,-1.01,0;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,EOL1CELL,-1.54,2;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,HEL,-1.52,2;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,MOLM13,-2.2,2;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,NB4,-0.64,2;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,OCIAML5,-1.83,2;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,THP1,-1.5,2
CDKN2A_1029_ENSG00000147889	RNASEH2C_84153	6	6	0.00757575757575758	0.916666666666667	-1.3325	-0.702	-0.6305	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	12,-2,0,-0.92,-0.84,-0.7,-0.53,-0.33,-1.74,-1.46,-1.33,-1.08,-0.64;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,MV411,-0.76,0;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,OCIAML2,-0.84,0;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,OCIAML3,-0.64,0;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,P31FUJ,-0.33,0;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,PL21,-0.53,0;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,SKM1,-0.92,0;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,EOL1CELL,-1.28,2;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,HEL,-1.38,2;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,MOLM13,-1.74,2;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,NB4,-0.64,2;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,OCIAML5,-1.08,2;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,THP1,-1.46,2
